TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,LATITUDE,LONGITUDE,SUBWAY_STATION,DISTANCE,KINDERGARTEN,SCHOOL,COLLEGE,CAFE,BAR,PARKING,SUPERMARKET,ZIP_CODE
Multi-family home,1768888.0,6,5,2851.6831448,New York,Kings County,Brooklyn,6th Avenue,40.6410259,-74.0112793,Church Ave,2679.639467011315,4.0,10.0,0.0,62.0,15.0,0.0,31.0,11220
Multi-family home,1699000.0,4,5,2281.4,New York,Bronx County,The Bronx,Rochambeau Avenue,40.8754624,-73.8807502,Bedford Park Blvd.,675.9082859868394,0.0,30.0,0.0,2.0,0.0,2.0,8.0,10467
House,1350000.0,3,3,2184.207862,New York,Queens County,Queens,173rd Street,40.724706,-73.7957477,Hillside Ave Homelawn St,1548.5150249125004,1.0,6.0,0.0,16.0,8.0,4.0,25.0,11366
Condo,1300000.0,2,2,1100.0,Kings County,Brooklyn,Carroll Gardens,529,40.6746458,-73.9992831,4th Ave - 9th Street (R) to Bay Ridge,998.7303074377292,55.0,26.0,0.0,156.0,75.0,0.0,51.0,11231
Co-op,310000.0,2,1,675.0,Queens County,Queens,Jamaica,247-16,40.7444053,-73.7237661,Platform A,2527.031533947534,0.0,1.0,0.0,1.0,2.0,0.0,7.0,11426
Multi-family home,887400.0,4,3,1823.5247172000004,New York,Kings County,Brooklyn,Avenue J,40.6376964,-73.9048363,East New York Entrance,4229.3539501044015,0.0,7.0,0.0,5.0,0.0,2.0,3.0,11236
Pending,1149000.0,7,4,3617.0,New York,Bronx County,The Bronx,Benedict Avenue,40.8343858,-73.8590313,Castle Hill Avenue SW Corner,611.9902278513665,0.0,31.0,0.0,6.0,3.0,3.0,13.0,10462
Co-op,239900.0,1,1,585.0,Queens County,Queens,Glen Oaks,71-27,40.7516659,-73.7183001,Platform A,3148.8106602522603,0.0,3.0,0.0,2.0,1.0,1.0,9.0,11004
Co-op,257000.0,3,1,450.0,Kings County,Brooklyn,Brighton Beach,40,40.5756277,-73.9667833,Bay Parkway & 66 Street,4347.0018471338535,2.0,4.0,0.0,17.0,8.0,3.0,11.0,11235
Condo,1090000.0,2,2,1860.0,Queens County,Queens,Bayside,207-15,40.7879226,-73.7863723,Platform A - Overpass,2992.6063541643207,0.0,5.0,0.0,1.0,0.0,0.0,1.0,11360
Townhouse,2045000.0,6,4,2281.7247172,New York,New York County,New York,West 152nd Street,40.8305666,-73.9469641,157th Street & Broadway at Southeast Corner,410.1838828435565,1.0,31.0,2.0,18.0,5.0,4.0,14.0,10031
Co-op,340000.0,2,1,900.0,Bronx County,The Bronx,Fieldston,6035,40.8919476,-73.8973687,Bedford park Blvd.,2304.3593548326144,0.0,10.0,0.0,5.0,2.0,7.0,6.0,10471
House,1375000.0,6,2,1596.0,New York,Queens County,Queens,154th Street,40.7681033,-73.8107752,Platform A,650.8619805729729,0.0,7.0,0.0,22.0,4.0,2.0,18.0,11354
House,749000.0,3,1,1644.0,New York,Richmond County,Staten Island,Bard Avenue,40.6267035,-74.1052076,Bay Parkway & 66 Street,10529.642307118178,2.0,4.0,0.0,3.0,0.0,0.0,1.0,10310
Pending,1399000.0,5,4,2184.207862,New York,Queens County,Queens,87th Street,40.6960034,-73.8584205,111 Street,1800.6146364700764,2.0,7.0,0.0,5.0,2.0,2.0,5.0,11421
Co-op,775000.0,3,2,1880.0,New York County,New York,Manhattan,175,40.7636632,-73.9655082,63rd Street & 3rd Avenue at Southwest Corner,64.04598003422542,5.0,35.0,3.0,268.0,90.0,45.0,47.0,10065
Multi-family home,948000.0,7,3,2184.207862,New York,Queens County,Queens,116th Avenue,40.694328,-73.7581979,Platform A,1912.945897243148,0.0,8.0,0.0,0.0,1.0,0.0,7.0,11412
House,880000.0,3,2,2184.207862,New York,Queens County,Queens,56th Street,40.7439956,-73.908547,Platform A,468.35627182854125,1.0,7.0,0.0,58.0,46.0,1.0,28.0,11377
Co-op,699000.0,1,1,600.0,New York County,New York,Manhattan,170,40.7794608,-73.979919,Broadway & 86th St,1022.3932842503716,8.0,43.0,3.0,148.0,60.0,32.0,33.0,10023
Co-op,2250000.0,4,3,2184.207862,New York,New York County,New York,Central Park West,40.7830893,-73.9713177,Broadway & 86th St,751.2058690243548,14.0,50.0,2.0,165.0,66.0,30.0,47.0,10024
Co-op,319000.0,3,1,2184.207862,New York County,New York,Manhattan,36,40.8153009,-73.9380717,Lenox Avenue & 135th Street at Northeast Corner,239.6012649891892,1.0,79.0,3.0,31.0,11.0,1.0,30.0,10037
Multi-family home,1300000.0,6,3,2184.207862,New York,Kings County,Brooklyn,East 56th Street,40.6236835,-73.9213087,Bay Parkway & 66 Street,5277.110128881821,0.0,8.0,0.0,4.0,0.0,2.0,3.0,11234
Multi-family home,729000.0,3,3,1800.0,New York,Kings County,Brooklyn,Glenwood Road,40.6391205,-73.9112362,East New York Entrance,4130.290315111397,0.0,8.0,0.0,4.0,0.0,2.0,2.0,11236
Condo,425000.0,2,2,800.0,Bronx County,The Bronx,Riverdale,3240,40.8848915,-73.9110436,Bedford park Blvd.,2387.6416191368535,0.0,16.0,0.0,7.0,2.0,5.0,4.0,10463
Co-op,399000.0,1,1,2184.207862,New York County,New York,Manhattan,521,40.7723985,-73.9482206,83rd Street & 2nd Avenue at Northeast Corner,561.993524590652,4.0,36.0,1.0,126.0,48.0,15.0,43.0,10028
Co-op,625000.0,3,1,652.0,Brooklyn,Brooklyn Heights,Old Fulton Street,Eagle Warehouse & Storage Company,40.702334,-73.9937463,East Broadway (F),1192.6738889475864,28.0,39.0,3.0,257.0,93.0,9.0,68.0,11201
Co-op,269000.0,1,1,700.0,Queens County,Queens,Rego Park,97-37,40.7318958,-73.8599645,67th Avenue,779.2996430050043,2.0,6.0,0.0,23.0,4.0,23.0,23.0,11374
Condo,449000.0,2,2,1440.0,New York,Richmond County,Staten Island,Forest Hill Road,40.580134,-74.154154,Bay Parkway & 66 Street,15016.016555906752,0.0,2.0,0.0,4.0,0.0,0.0,2.0,10314
Multi-family home,699000.0,4,5,2300.0,New York,Bronx County,The Bronx,Clinton Avenue,40.8460907,-73.8887912,182-183 Street,1469.1311810623736,0.0,40.0,0.0,2.0,3.0,6.0,16.0,10457
Co-op,550000.0,3,2,1250.0,New York County,New York,Manhattan,2041,40.8071957,-73.941821,Lenox Avenue & 125th Street at Northeast Corner,297.48951451842333,1.0,74.0,2.0,59.0,16.0,1.0,40.0,10035
House,758000.0,3,1,1200.0,United States,New York,Kings County,Bay 46th Street,40.5908794,-73.9865956,Bay Parkway & 66 Street,2485.7870504648017,1.0,9.0,0.0,19.0,6.0,3.0,8.0,11214
House,829000.0,4,2,1680.0,New York,Queens County,Queens,80th Street,40.6565796,-73.8516349,111 Street,4660.953421522707,0.0,2.0,0.0,1.0,0.0,2.0,3.0,11414
Condo,789000.0,2,2,1230.0,Kings County,Brooklyn,Brighton Beach,40,40.577533,-73.958513,Bay Parkway & 66 Street,4414.473862666268,2.0,4.0,0.0,17.0,7.0,3.0,10.0,11235
Townhouse,1271400.0,7,6,1141.8,New York,New York County,New York,Sutton Square,40.7577238,-73.9597924,East 53rd Street & 3rd Avenue at Northeast Corner,785.7484517556047,9.0,28.0,2.0,222.0,63.0,34.0,47.0,10022
House,2250000.0,6,4,2184.207862,New York,Kings County,Brooklyn,Nassau Avenue,40.7246592,-73.9475691,Bedford Av Subway Station L line,1129.1799594715685,3.0,17.0,0.0,104.0,117.0,2.0,33.0,11222
Co-op,359000.0,1,1,2184.207862,New York,New York County,New York,East 81st Street,40.7751786,-73.9550168,83rd Street & 2nd Avenue at Northeast Corner,208.68342571770543,3.0,42.0,1.0,145.0,54.0,14.0,42.0,10028
House,1439000.0,6,4,1440.0,New York,Kings County,Brooklyn,58th Street,40.6337561,-74.003307,Church Ave,2250.43695977506,3.0,17.0,0.0,51.0,9.0,0.0,32.0,11219
Multi-family home,1050000.0,7,4,3280.0,New York,Bronx County,The Bronx,Croes Avenue,40.8282228,-73.8706372,Castle Hill Avenue SW Corner,1719.1010744207986,1.0,33.0,0.0,5.0,2.0,2.0,14.0,10472
Co-op,134500.0,3,1,503.0,Bronx County,The Bronx,Spuyten Duyvil,601,40.8789773,-73.916004,Bedford park Blvd.,2475.209955777351,0.0,17.0,0.0,7.0,8.0,4.0,7.0,10463
House,270000.0,4,2,2000.0,New York,Bronx County,The Bronx,Cambreleng Avenue,40.8550515,-73.8852304,182-183 Street,1285.2727093599424,0.0,38.0,0.0,1.0,2.0,7.0,16.0,10458
Multi-family home,2280000.0,6,5,2184.207862,New York,Queens County,Queens,Oak Avenue,40.7472951,-73.8164494,Platform B,1677.7543925175808,1.0,10.0,0.0,27.0,4.0,8.0,31.0,11355
Co-op,278999.0,1,1,2184.207862,New York,Queens County,Queens,251st Street,40.7601741,-73.728329,Platform A,1913.6544644213452,0.0,3.0,0.0,3.0,0.0,0.0,2.0,11362
Multi-family home,625000.0,5,2,2184.207862,New York,Kings County,Brooklyn,Kosciuszko Street,40.6921071,-73.9400823,Nostrand Avenue Station Entrance,1656.2250930530815,4.0,32.0,2.0,102.0,85.0,3.0,39.0,11221
House,529000.0,3,2,1150.0,New York,Richmond County,Staten Island,Castleton Avenue,40.635324,-74.133679,Grove Street (PATH),12092.36204973452,0.0,1.0,0.0,2.0,1.0,0.0,3.0,10302
Townhouse,1050000.0,4,1,2184.207862,New York,Kings County,Brooklyn,Union Street,40.6701878,-73.9595284,Eastern Parkway - Brooklyn Museum,441.3925140860364,33.0,33.0,1.0,133.0,73.0,5.0,46.0,11225
Co-op,225000.0,3,1,2184.207862,New York County,New York,Manhattan,11,40.7992319,-73.9526079,Lenox Ave & 111th St At Nw Corner,51.11078140049629,13.0,70.0,2.0,93.0,27.0,8.0,48.0,10026
Townhouse,1049000.0,3,1,1224.0,New York,Queens County,Queens,Dartmouth Street,40.7207542,-73.8537801,67th Avenue,650.9849554825942,3.0,8.0,0.0,22.0,3.0,26.0,18.0,11375
Co-op,259000.0,1,1,2184.207862,Queens County,Queens,Jackson Heights,3730,40.7488599,-73.8926999,Platform C,866.8371721363147,1.0,8.0,0.0,35.0,29.0,5.0,39.0,11372
House,599000.0,3,2,2184.207862,New York,Kings County,Brooklyn,Snediker Avenue,40.6645719,-73.8995034,East New York Entrance,1271.3472464684644,1.0,15.0,0.0,3.0,1.0,3.0,9.0,11207
Contingent,675000.0,3,1,1316.0,New York,Richmond County,Staten Island,Hart Boulevard,40.630475,-74.100665,Bay Parkway & 66 Street,10220.368767874172,2.0,4.0,0.0,4.0,1.0,1.0,1.0,10301
Condo,2188000.0,3,3,1862.0,New York County,New York,Manhattan,475,40.7241961,-74.0091487,Broadway & Houston Street at Southeast Corner,1063.944714773798,4.0,28.0,5.0,360.0,226.0,13.0,67.0,10013
Multi-family home,998000.0,6,3,1872.0,New York,Queens County,Queens,Linden Street,40.7086372,-73.9026067,Stanhope St & Wycoff Ave - NE Corner,1390.0155262351343,0.0,29.0,0.0,63.0,55.0,1.0,33.0,11385
Multi-family home,889000.0,6,2,2280.0,New York,Bronx County,The Bronx,Herschell Street,40.8368581,-73.8449273,Castle Hill Avenue NE Corner,622.9711760733255,0.0,24.0,0.0,7.0,3.0,2.0,14.0,10461
House,825000.0,2,2,1820.0,New York,Kings County,Brooklyn,73rd Street,40.6163169,-73.9981652,Bay Parkway & 66 Street,1410.6003394160016,1.0,12.0,0.0,22.0,0.0,0.0,16.0,11204
Multi-family home,599999.0,6,2,3490.0,New York,Kings County,Brooklyn,Crescent Street,40.6649303,-73.8670719,East New York Entrance,3247.6067375474167,1.0,5.0,0.0,0.0,0.0,0.0,4.0,11208
Townhouse,553800.0,5,1,2184.207862,New York,New York County,New York,West 81st Street,40.7836212,-73.9759437,Broadway & 86th St,533.4375063264401,11.0,42.0,1.0,139.0,43.0,28.0,40.0,10024
House,649000.0,3,2,1064.0,New York,Kings County,Brooklyn,East 73rd Street,40.6215026,-73.9066372,East New York Entrance,6032.900078299061,0.0,5.0,0.0,3.0,0.0,2.0,4.0,11234
Multi-family home,989000.0,5,5,2367.3662896,New York,Bronx County,The Bronx,Ely Avenue,40.8807579,-73.8418489,Baychester Avenue,352.3366964375802,0.0,15.0,0.0,1.0,1.0,0.0,9.0,10466
Condo,357000.0,3,1,1100.0,Bronx County,The Bronx,Parkchester,5,40.8389829,-73.8601515,Castle Hill Avenue SW Corner,889.6152725410861,0.0,29.0,0.0,7.0,2.0,2.0,13.0,10462
Townhouse,974000.0,6,4,2184.207862,New York,New York County,New York,East 88th Street,40.782683,-73.9586904,East 86th Street & Lexington Avenue at Northwest Corner,406.78443747940634,13.0,57.0,1.0,175.0,67.0,18.0,57.0,10128
Co-op,119888.0,1,1,2184.207862,Queens County,Queens,Corona,112-50,40.7582228,-73.8559216,Mets-Willets Point LIRR Platform,1192.5470002481295,0.0,3.0,0.0,13.0,8.0,3.0,15.0,11368
Multi-family home,1099999.0,4,2,2185.0,New York,Bronx County,The Bronx,Tierney Place,40.8135939,-73.8019007,Castle Hill Avenue NE Corner,4777.33719805932,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10465
House,749000.0,2,1,2184.207862,New York,Queens County,Queens,77th Road,40.7236718,-73.8030548,"Hillside Ave 169 St, Northwest corner",1646.775431939212,3.0,5.0,0.0,16.0,5.0,4.0,24.0,11366
Multi-family home,589999.0,4,2,1680.0,New York,Richmond County,Staten Island,Heberton Avenue,40.6314894,-74.1348461,Grove Street (PATH),12485.20146675727,0.0,0.0,0.0,2.0,1.0,0.0,3.0,10302
Multi-family home,1085600.0,4,3,1769.6831448,New York,New York County,New York,Irving Place,40.7368035,-73.9864789,Broadway & 23rd Street at Southeast Corner,527.0571417622032,13.0,42.0,8.0,461.0,327.0,36.0,84.0,10003
Townhouse,1148600.0,5,6,1535.5247172000002,New York,New York County,New York,East 64th Street,40.7669348,-73.9701575,East 60th Street & Lexington Avenue at Northwest Corner,479.74408577417387,3.0,47.0,4.0,318.0,113.0,48.0,56.0,10065
House,749000.0,3,2,1332.0,New York,Richmond County,Staten Island,Watchogue Road,40.6155772,-74.1364517,Bay Parkway & 66 Street,13067.063606042366,0.0,3.0,0.0,3.0,0.0,0.0,6.0,10314
Condo,499000.0,3,2,1156.0,Queens County,Queens,Ozone Park,86-10,40.6726721,-73.8496745,111 Street,2909.507239888821,1.0,8.0,0.0,1.0,2.0,2.0,3.0,11417
House,859000.0,3,3,2184.207862,New York,Queens County,Queens,205th Place,40.71176,-73.753743,Platform A,1080.261962673971,1.0,10.0,0.0,2.0,0.0,1.0,8.0,11423
Pending,599999.0,2,2,2184.207862,Kings County,Brooklyn,Sheepshead Bay,2601,40.5887895,-73.9452357,Bay Parkway & 66 Street,4116.9460013729795,1.0,10.0,0.0,14.0,4.0,1.0,12.0,11235
House,899000.0,3,2,1324.0,New York,Kings County,Brooklyn,National Drive,40.6055237,-73.9143161,Bay Parkway & 66 Street,5794.201070987253,0.0,1.0,0.0,2.0,3.0,0.0,3.0,11234
Co-op,315000.0,2,1,850.0,Kings County,Brooklyn,Mill Basin,5640,40.6142504,-73.9196974,Bay Parkway & 66 Street,5280.5188133880665,0.0,1.0,0.0,4.0,0.0,2.0,3.0,11234
House,950000.0,4,3,1746.0,New York,Queens County,Queens,223rd Street,40.7107548,-73.7320869,Platform B,808.1573806024311,0.0,7.0,0.0,2.0,0.0,1.0,2.0,11429
Townhouse,1186900.0,6,6,1837.5247172000004,New York,New York County,New York,East 19th Street,40.736891,-73.985669,Broadway & 23rd Street at Southeast Corner,550.5953979879796,13.0,41.0,8.0,460.0,324.0,36.0,83.0,10003
House,1399000.0,5,3,3375.0,New York,Queens County,Queens,165th Avenue,40.6491159,-73.8389887,Broad Channel Station,4958.964359510858,0.0,2.0,0.0,1.0,0.0,0.0,0.0,11414
Condo,595000.0,3,1,660.0,New York County,New York,Manhattan,55,40.7059312,-74.0093393,Nassau Street & Frankfort Street at Southeast Corner,747.9678509401937,12.0,16.0,2.0,222.0,66.0,11.0,47.0,10005
House,1618000.0,5,2,2200.0,New York,Kings County,Brooklyn,East 66th Street,40.6148883,-73.9078973,Bay Parkway & 66 Street,6280.744537248775,0.0,0.0,0.0,2.0,0.0,2.0,3.0,11234
Pending,485000.0,6,3,2184.207862,New York,Bronx County,The Bronx,Needham Avenue,40.8781862,-73.8523657,Baychester Avenue,1221.991610971267,0.0,14.0,0.0,0.0,1.0,0.0,6.0,10469
Townhouse,1133165.6,4,3,1879.7247172000002,New York,New York County,New York,West 104th Street,40.80059,-73.97071,Broadway & 86th St,1453.1674327785856,12.0,33.0,1.0,81.0,29.0,9.0,32.0,10025
Co-op,659000.0,1,1,440.0,Kings County,Brooklyn,Cobble Hill,202,40.6867525,-73.996485,4th Ave - 9th Street (R) to Bay Ridge,1914.5968018036715,53.0,31.0,1.0,164.0,80.0,1.0,50.0,11201
Multi-family home,1099000.0,6,3,2018.0,New York,Queens County,Queens,Granger Street,40.7385519,-73.8545527,67th Avenue,1277.1978914806018,2.0,3.0,0.0,17.0,6.0,16.0,26.0,11368
Condo,319000.0,2,2,1102.0,New York,Bronx County,The Bronx,Sunset Boulevard,40.806951,-73.853401,Castle Hill Avenue SW Corner,3018.510591148125,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10473
Multi-family home,999000.0,5,3,3168.0,New York,Bronx County,The Bronx,Nelson Avenue,40.8474641,-73.9177608,181st Street,1334.3781910687478,0.0,41.0,0.0,10.0,4.0,3.0,19.0,10453
Co-op,398000.0,3,2,1571.0,Queens County,Queens,Jamaica,17040,40.7125699,-73.79318,Hillside Ave Homelawn St,183.54931068559867,2.0,7.0,0.0,9.0,12.0,7.0,28.0,11432
Co-op,249000.0,3,1,500.0,New York County,New York,Manhattan,100,40.8717961,-73.916064,190th St (A) lower level,2004.4320974080692,0.0,22.0,0.0,7.0,8.0,4.0,10.0,10034
Multi-family home,1299000.0,3,2,2648.0,New York,Queens County,Queens,46th Avenue,40.7544269,-73.8114185,Elevator Platform B,943.7795732306688,1.0,10.0,0.0,26.0,5.0,4.0,28.0,11355
Townhouse,1423800.0,3,6,1418.6415724,New York,New York County,New York,East 31st Street,40.7437415,-73.978774,Broadway & 23rd Street at Northeast Corner,895.3279310235173,12.0,32.0,7.0,400.0,186.0,44.0,66.0,10016
House,750000.0,5,3,1500.0,New York,Queens County,Queens,146th Street,40.6693291,-73.7924388,Platform B,2338.546364035864,0.0,1.0,0.0,0.0,1.0,0.0,5.0,11436
Multi-family home,1100000.0,5,3,1916.0,New York,Kings County,Brooklyn,East 51st Street,40.6183626,-73.9260392,Bay Parkway & 66 Street,4779.145354715602,0.0,10.0,0.0,3.0,0.0,2.0,3.0,11234
House,689000.0,2,2,750.0,New York,Kings County,Brooklyn,Brighton 4th Street,40.5817208,-73.9645608,Bay Parkway & 66 Street,3776.354469036308,2.0,4.0,0.0,19.0,8.0,3.0,14.0,11235
Co-op,320000.0,1,1,2184.207862,New York,Queens County,Queens,Dartmouth Street,40.7192438,-73.8499268,Platform A,414.1600774706164,4.0,9.0,1.0,20.0,3.0,36.0,18.0,11375
Townhouse,1183000.0,5,6,2184.207862,New York,Kings County,Brooklyn,Prospect Place,40.6799381,-73.9764616,Clinton-Washington,1183.355751423653,68.0,38.0,1.0,243.0,122.0,3.0,80.0,11217
Multi-family home,1399000.0,6,5,2500.0,New York,Queens County,Queens,143rd Street,40.6717866,-73.7955639,Platform B,2530.8127112651464,0.0,2.0,0.0,0.0,1.0,0.0,5.0,11436
House,395000.0,2,2,1089.0,New York,Bronx County,The Bronx,Sunset Boulevard,40.807051,-73.853819,Castle Hill Avenue SW Corner,3009.2216983833828,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10473
House,1250000.0,4,2,2273.0,New York,Bronx County,The Bronx,Fieldston Road,40.8976524,-73.9019402,Bedford park Blvd.,3035.362053332734,0.0,10.0,0.0,5.0,1.0,10.0,6.0,10471
Co-op,719000.0,3,2,1440.0,Queens County,Queens,Forest Hills,110-11,40.721289,-73.8403901,Platform B Ramp,411.7227278111394,3.0,10.0,1.0,19.0,4.0,54.0,19.0,11375
Multi-family home,795000.0,3,4,1171.0,New York,Bronx County,The Bronx,Corlear Avenue,40.8809803,-73.9074446,Bedford park Blvd.,1897.7145782239995,0.0,18.0,0.0,6.0,3.0,5.0,7.0,10463
Multi-family home,1175000.0,6,5,2184.207862,New York,Queens County,Queens,142nd Street,40.6820237,-73.800217,Tracks 11 & 12,2036.659901024975,0.0,3.0,0.0,1.0,3.0,0.0,12.0,11436
Condo,1311800.0,3,4,2054.0,New York,Manhattan,East 74th Street,Casa 74,40.7704759,-73.9574549,72nd Street & 2nd Avenue at Northwest Corner,182.42409082125943,3.0,39.0,1.0,166.0,65.0,18.0,46.0,10021
Townhouse,2500000.0,3,4,2201.0,New York,New York County,New York,East 29th Street,40.741725,-73.9786641,Broadway & 23rd Street at Northeast Corner,866.5446154928741,11.0,28.0,8.0,394.0,205.0,41.0,70.0,10016
House,1350000.0,4,2,2948.0,New York,Bronx County,The Bronx,Narragansett Avenue,40.8548137,-73.8500157,Castle Hill Avenue NE Corner,2278.4229488272445,0.0,20.0,0.0,2.0,3.0,0.0,6.0,10461
Townhouse,549990.0,3,2,2184.207862,New York,Richmond County,Staten Island,Hett Avenue,40.5610279,-74.1050355,Bay Parkway & 66 Street,11902.297525924205,1.0,1.0,0.0,8.0,0.0,0.0,2.0,10306
Multi-family home,1038800.0,3,3,2184.207862,New York,New York County,New York,West 21st Street,40.7433901,-73.9973776,Broadway & 23rd Street at Northeast Corner,737.580159925651,10.0,35.0,8.0,423.0,225.0,31.0,69.0,10011
Multi-family home,1550000.0,6,6,2184.207862,New York,Kings County,Brooklyn,Atlantic Avenue,40.5757051,-74.0098832,Bay Parkway & 66 Street,4763.4614183356725,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11224
Co-op,265000.0,1,1,2184.207862,New York County,New York,Manhattan,1777,40.8003865,-73.9443376,East 116th Street & Lexington Avenue at Northwest Corner,287.5185559056102,6.0,65.0,2.0,74.0,19.0,4.0,38.0,10035
Townhouse,655800.0,4,2,1899.1662896000003,New York,New York County,New York,East 80th Street,40.77551,-73.957627,East 77th Street & Lexington Avenue at Northeast Corner,269.2844527637636,4.0,46.0,1.0,167.0,64.0,15.0,45.0,10075
Co-op,325000.0,2,1,2184.207862,Queens County,Queens,Floral Park,26825,40.7427699,-73.70245,Platform B,1978.4547549305096,0.0,4.0,0.0,2.0,2.0,7.0,11.0,11040
House,755000.0,2,2,2184.207862,New York,Queens County,Queens,45th Road,40.7565607,-73.7796734,Platform B - Overpass,977.9042677536718,1.0,1.0,0.0,11.0,2.0,0.0,2.0,11361
Co-op,325000.0,2,2,2184.207862,Bronx County,The Bronx,Fieldston,3875,40.8890553,-73.9033819,Bedford park Blvd.,2255.8237839992075,0.0,12.0,0.0,6.0,2.0,7.0,7.0,10463
Co-op,1395000.0,2,1,2184.207862,New York County,New York,Manhattan,258,40.7134524,-74.0070904,Nassau Street & Frankfort Street at Southeast Corner,247.8522543753505,9.0,25.0,2.0,295.0,160.0,10.0,58.0,10007
Multi-family home,999998.0,4,4,2720.0,New York,Richmond County,Staten Island,Nome Avenue,40.5862681,-74.1585168,Bay Parkway & 66 Street,15226.528398450571,0.0,0.0,0.0,4.0,0.0,0.0,2.0,10314
Multi-family home,1358000.0,6,3,2184.207862,New York,Kings County,Brooklyn,Putnam Avenue,40.6871306,-73.9215141,Rockaway Avenue Station,1156.0761136291785,1.0,22.0,0.0,69.0,73.0,6.0,34.0,11221
House,1650000.0,5,4,2184.207862,New York,Bronx County,The Bronx,West 227th Street,40.8806865,-73.9157055,Bedford park Blvd.,2513.578710745104,0.0,17.0,0.0,7.0,7.0,5.0,6.0,10463
Co-op,680000.0,1,1,2184.207862,Kings County,Brooklyn,Brooklyn Heights,299,40.6915357,-73.9956516,Nassau Street & Frankfort Street at Southeast Corner,2390.4183166889716,42.0,30.0,1.0,171.0,75.0,5.0,47.0,11201
Co-op,258888.0,1,1,650.0,Kings County,Brooklyn,Fort Hamilton,9031,40.617279,-74.0267532,Bay Parkway & 66 Street,3810.5529955150582,6.0,2.0,0.0,33.0,6.0,1.0,19.0,11209
Co-op,300000.0,1,1,2184.207862,New York County,New York,Manhattan,315,40.7719231,-73.955157,72nd Street & 2nd Avenue at Northwest Corner,425.20850111934175,3.0,38.0,1.0,143.0,52.0,15.0,40.0,10075
Townhouse,318888.0,2,2,1270.0,New York,Richmond County,Staten Island,Post Lane,40.6384591,-74.1646633,Grove Street (PATH),13676.561743636856,2.0,1.0,0.0,1.0,1.0,0.0,3.0,10303
Co-op,330000.0,1,2,2184.207862,New York County,New York,Manhattan,303,40.7595774,-73.964779,East 59th Street & Lexington Avenue at Southeast Corner,392.07984241763984,8.0,28.0,5.0,262.0,77.0,46.0,48.0,10022
Condo,747000.0,5,1,747.0,New York County,New York,Manhattan,400,40.7942099,-73.9636725,St Nicholas Ave & Central Park North At Nw Corner,1044.0074063131788,14.0,50.0,1.0,134.0,44.0,15.0,48.0,10025
House,699000.0,2,2,2184.207862,New York,Queens County,Queens,74th Street,40.7037872,-73.8752532,Forest Hills Station Entrance,3094.933366290482,1.0,7.0,0.0,13.0,6.0,5.0,10.0,11385
